,nom,siren,nature
543,SICTOM du secteur de Condom,253200174,SMF
544,SM de collecte des déchets du secteur Sud,253200984,SMF
545,SICTOM du secteur Ouest,253200992,SMF
546,SICTOM du secteur Sud-Est,253201024,SMF
547,SICTOM du secteur Est,253201065,SMF
548,SM de production d'eau potable et de traitement des déchets du Gers (TRIGONE),253201842,SMO
549,PETR Pays Portes de Gascogne,200048593,PETR
550,PETR Pays d'Armagnac,200048601,PETR
551,PETR du Pays d'Auch,200051480,PETR
552,Bordeaux Métropole,243300316,METRO
553,CA du Libournais,200070092,CA
554,CA Bassin d'Arcachon Sud (COBAS),243300563,CA
555,CA du Bassin d'Arcachon Nord,243301504,CA
556,CC de Blaye,200023794,CC
557,CC du Grand Saint Emilionnais,200035533,CC
558,CC du Sud Gironde,200043974,CC
559,CC du Bazadais,200043982,CC
560,CC du Réolais en Sud Gironde,200044394,CC
561,CC Convergence Garonne,200069581,CC
562,CC rurales de l'Entre-Deux-Mers,200069599,CC
563,CC Médoc Coeur de Presqu'île,200069995,CC
564,CC Médoc Atlantique,200070720,CC
565,CC de l'Estuaire,243300811,CC
566,CC Jalle-Eau-Bourde,243301165,CC
567,CC Latitude Nord Gironde,243301181,CC
568,CC du Créonnais,243301215,CC
569,CC du Grand Cubzaguais,243301223,CC
570,CC du Secteur de Saint-Loubès,243301249,CC
571,CC de Montesquieu,243301264,CC
572,CC les Coteaux Bordelais,243301355,CC
573,CC du Pays Foyen,243301371,CC
574,CC Médullienne,243301389,CC
575,CC du Fronsadais,243301397,CC
576,CC du Val de l'Eyre,243301405,CC
577,CC des Portes de l'Entre-Deux-Mers,243301439,CC
578,CC Médoc Estuaire,243301447,CC
579,CC Castillon/Pujols,243301454,CC
580,SM pour la révision et le suivi du SCOT du bassin d'Arcachon - Val de l'Eyre (SYBARVAL),200001634,SMF
581,SM du Sud Gironde,200078335,SMF
582,SI de l'Entre-deux-Mers Ouest pour la collecte et le traitement des ordures ménagères (SEMOCTOM),253300545,SMF
583,SM pour la collecte et le traitement des ordures ménagères (SICTOM) du Sud Gironde,253300578,SMF
584,Syndicat médocain intercommunal pour la collecte et le traitement des ordures ménagères (SMICOTOM),253300701,SMF
585,Union des syndicats pour la collecte et le traitement des ordures ménagères (USTOM) du Castillonais et du Réolais,253303499,SMF
586,Union communautaire pour le traitement des ordures ménagères de La Brède - Podensac,253303911,SMF
587,SIVOM de la rive droite,253306302,SMF
588,SM intercommunal de collecte et de valorisation des déchets ménagers du Libournais-Haute Gironde (SMICVAL),253306617,SMF
589,PETR du Coeur-Entre-deux-Mers,200049682,PETR
590,PETR du grand Libournais,200052181,PETR
591,Montpellier Méditerranée Métropole,243400017,METRO
592,CA Sète Agglopôle Méditerranée,200066355,CA
593,CA du Pays de l'Or,243400470,CA
594,CA de Béziers-Méditerranée,243400769,CA
595,CA Hérault-Méditerranée,243400819,CA
596,CC Lodévois et Larzac,200017341,CC
597,CC du Grand Pic Saint-Loup,200022986,CC
598,CC Grand Orb communauté de communes en Languedoc,200042646,CC
599,CC Sud-Hérault,200042653,CC
600,CC du Minervois au Caroux,200066348,CC
601,CC Les Avant-Monts,200071058,CC
602,CC du Clermontais,243400355,CC
603,CC la Domitienne,243400488,CC
604,CC du Pays de Lunel,243400520,CC
605,CC Vallée de l'Hérault,243400694,CC
606,CC des Cévennes Gangeoises et Suménoises,243400736,CC
607,SMICTOM Pézenas-Agde,253400485,SMF
608,Syndicat Centre Hérault,253403232,SMF
609,Syndicat de développement local du Pays Coeur d'Hérault ou ''SYDEL du Pays Coeur d'Hérault'',200017127,SMO
610,Rennes Métropole,243500139,METRO
611,CA Vitré Communauté,200039022,CA
612,CA Fougères Agglomération,200072452,CA
613,CA Redon Agglomération,243500741,CA
614,CA du Pays de Saint Malo Agglomération,243500782,CA
615,CC de Saint-Méen Montauban,200038990,CC
616,CC Vallons de Haute-Bretagne Communauté,200043990,CC
617,CC Bretagne Porte de Loire Communauté,200070662,CC
618,CC du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,CC
619,CC Couesnon Marches de Bretagne,200070688,CC
620,CC Montfort Communauté,243500550,CC
621,CC Brocéliande Communauté,243500618,CC
622,Roche aux Fées Communauté,243500634,CC
623,CC Pays de Châteaugiron Communauté,243500659,CC
624,CC Val d'Ille-Aubigné,243500667,CC
625,CC Côte d'Emeraude,243500725,CC
626,CC Bretagne Romantique,243500733,CC
627,CC Liffré-Cormier Communauté,243500774,CC
628,SMICTOM du Pays de Fougères,200073500,SMF
629,SMICTOM Valcobreizh,200090884,SMF
630,SMICTOM des Pays de Vilaine,253500862,SMF
631,syndicat mixte pour la collecte et le tri des ordures ménagères du secteur Sud-Est d'ille et vilaine,253500953,SMF
632,SMICTOM du Centre Ouest de l'Ille-et-Vilaine,253500995,SMF
633,SMO de traitement des déchets ménagers et assimilés,200084945,SMO
634,PETR du Pays de Saint-Malo,200051027,PETR
635,CA Châteauroux Métropole,243600327,CA
636,CC de la Marche Berrichonne,200007052,CC
637,CC du Val de Bouzanne,200018521,CC
638,CC Marche Occitane - Val d'Anglin,200035137,CC
639,CC du Châtillonnais en Berry,200035848,CC
640,CC Ecueillé-Valençay,200040558,CC
641,CC Eguzon - Argenton - Vallée de la Creuse,200068872,CC
642,CC Champagne Boischauts,200068880,CC
643,CC Chabris - Pays de Bazelle,243600202,CC
644,CC du Pays d'Issoudun,243600236,CC
645,CC de la Région de Levroux,243600293,CC
646,CC Val de l'Indre - Brenne,243600301,CC
647,CC Brenne - Val de Creuse,243600319,CC
648,CC Coeur de Brenne,243600343,CC
649,CC de la Châtre et Sainte-Sévère,243600350,CC
650,SICTOM de Champagne Berrichonne,253600456,SMF
651,SM du traitement des ordures ménagères de la région de Châteauroux,253602429,SMF
652,SM pour la collecte et le traitement des ordures ménagères de la zone Ouest du département de l'Indre,253609937,SMF
653,Tours Métropole Val de Loire,243700754,METRO
654,CC du Val d Amboise,200043065,CC
655,"CC Chinon, Vienne et Loire",200043081,CC
656,CC Loches Sud Touraine,200071587,CC
657,CC Touraine Vallée de l'Indre,200072650,CC
658,CC Touraine Val de Vienne,200072668,CC
659,CC Touraine Ouest Val de Loire,200072981,CC
660,CC Touraine-Est Vallées,200073161,CC
661,CC de Gâtine et Choisilles - Pays de Racan,200073237,CC
662,CC du Castelrenaudais,243700499,CC
663,CC de Bléré Val de Cher,243700820,CC
664,SMICTOM du Chinonais,253700454,SMF
665,SMICTOM d'Amboise,253702963,SMF
666,SMIPE Val Touraine Anjou,253753107,SMF
667,Grenoble-Alpes-Métropole,200040715,METRO
668,CA Vienne Condrieu,200077014,CA
669,CA Porte de l'Isère (CAPI),243800604,CA
670,CA du Pays Voironnais,243800984,CA
671,CC Le Grésivaudan,200018166,CC
672,CC du Trièves,200030658,CC
673,CC Coeur de Chartreuse,200040111,CC
674,CC de la Matheysine,200040657,CC
675,CC Bièvre Isère,200059392,CC
676,CC Les Balcons du Dauphiné,200068542,CC
677,CC Les Vals du Dauphiné,200068567,CC
678,CC Saint-Marcellin Vercors Isère Communauté,200070431,CC
679,CC Entre Bièvre et Rhône,200085751,CC
680,CC de l'Oisans,243800745,CC
681,CC Lyon-Saint-Exupéry en Dauphiné,243800935,CC
682,CC du Massif du Vercors,243801024,CC
683,CC de Bièvre Est,243801073,CC
684,CC des Collines du Nord Dauphiné,243801255,CC
685,SICTOM de la région de Morestel,253801179,SMF
686,SI du Bréda et de la Combe de Savoie (SIBRECSA),253801450,SMF
687,SICTOM du Guiers,253801716,SMF
688,SICTOM de la Bièvre,253802367,SMF
689,SITOM Nord Isère,253802730,SMF
690,SM Nord Dauphiné,253804710,SMF
691,CA du Grand Dole,200010650,CA
692,CA ECLA  (Espace Communautaire Lons Agglomération),200071116,CA
693,CC Haut-Jura Saint-Claude,200026573,CC
694,CC Bresse Haute Seille,200069615,CC
695,CC Champagnole Nozeroy Jura,200069623,CC
696,"CC Arbois, Poligny, Salins, Coeur du Jura",200071595,CC
697,CC Porte du Jura,200072056,CC
698,CC Terre d?Emeraude Communauté ,200090579,CC
699,CC de la Station des Rousses-Haut Jura,243900354,CC
700,CC du Val d'Amour,243900420,CC
701,CC Haut-Jura Arcade Communauté,243900479,CC
702,CC Jura Nord,243900560,CC
703,CC la Grandvallière,243900610,CC
704,CC de la Plaine Jurassienne,243901089,CC
705,SICTOM de la région de Champagnole,253900625,SMF
706,SICTOM de la zone de Dole,253900633,SMF
707,SICTOM de la zone de Lons-le-Saunier,253900641,SMF
708,SICTOM du Haut-Jura,253900658,SMF
709,SYDOM,253901839,SMF
710,PETR du Pays Lédonien,200051225,PETR
711,CA du Grand Dax,244000675,CA
712,CA Mont de Marsan Agglomération,244000808,CA
713,CC d'Aire-sur-l'Adour,200030435,CC
714,CC des Landes d'Armagnac,200035541,CC
715,CC Pays d'Orthe et Arrigans,200069417,CC
716,CC Terres de Chalosse,200069631,CC
717,CC Chalosse Tursan,200069649,CC
718,CC Coeur Haute Lande,200069656,CC
719,CC de Mimizan,244000543,CC
720,CC du Seignanx,244000659,CC
721,CC du Pays Morcenais,244000691,CC
722,CC du Pays Tarusate,244000766,CC
723,CC du Pays de Villeneuve en Armagnac Landais,244000774,CC
724,CC du Pays Grenadois,244000824,CC
725,CC Côte Landes Nature,244000857,CC
726,CC Maremne Adour Côte Sud,244000865,CC
727,CC des Grands Lacs,244000873,CC
728,CC Coteaux et Vallées des Luys,244000881,CC
729,SIVOM du Born,244000279,SMF
